"B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied","Margin of Error!!Total:!!Owner occupied","Estimate!!Total:!!Renter occupied","Margin of Error!!Total:!!Renter occupied","id","Geographic Area Name"
"705","84","98","34","607","83","1400000US13067031113","Census Tract 311.13, Cobb County, Georgia"
"3672","276","625","166","3047","325","1400000US13067031114","Census Tract 311.14, Cobb County, Georgia"
"1663","141","1236","162","427","116","1400000US13067031115","Census Tract 311.15, Cobb County, Georgia"
"1633","246","970","223","663","237","1400000US13067031116","Census Tract 311.16, Cobb County, Georgia"
"2153","212","1785","202","368","99","1400000US13067031117","Census Tract 311.17, Cobb County, Georgia"
"2332","265","1568","318","764","180","1400000US13067031118","Census Tract 311.18, Cobb County, Georgia"
"1473","157","1071","233","402","139","1400000US13067031119","Census Tract 311.19, Cobb County, Georgia"
"1647","235","1217","168","430","243","1400000US13067031120","Census Tract 311.20, Cobb County, Georgia"
"1408","242","519","211","889","181","1400000US13067031121","Census Tract 311.21, Cobb County, Georgia"
"1126","121","773","128","353","116","1400000US13067031122","Census Tract 311.22, Cobb County, Georgia"
"2960","418","778","196","2182","417","1400000US13067031207","Census Tract 312.07, Cobb County, Georgia"
"1798","195","1607","198","191","75","1400000US13067031209","Census Tract 312.09, Cobb County, Georgia"
"1071","131","970","129","101","117","1400000US13067031212","Census Tract 312.12, Cobb County, Georgia"
"1353","220","788","216","565","130","1400000US13067031213","Census Tract 312.13, Cobb County, Georgia"
"1924","541","780","157","1144","552","1400000US13067031214","Census Tract 312.14, Cobb County, Georgia"
"2390","341","1357","263","1033","344","1400000US13067031215","Census Tract 312.15, Cobb County, Georgia"
"1569","638","423","133","1146","635","1400000US13067031216","Census Tract 312.16, Cobb County, Georgia"
"1850","191","769","199","1081","208","1400000US13067031217","Census Tract 312.17, Cobb County, Georgia"
"1324","147","639","130","685","145","1400000US13067031218","Census Tract 312.18, Cobb County, Georgia"
"1097","159","162","80","935","171","1400000US13067031219","Census Tract 312.19, Cobb County, Georgia"
"1409","222","443","141","966","213","1400000US13067031220","Census Tract 312.20, Cobb County, Georgia"
"1449","200","958","247","491","173","1400000US13067031221","Census Tract 312.21, Cobb County, Georgia"
"1541","204","801","147","740","221","1400000US13067031306","Census Tract 313.06, Cobb County, Georgia"
"1660","142","1098","180","562","136","1400000US13067031308","Census Tract 313.08, Cobb County, Georgia"
"2368","353","1833","366","535","189","1400000US13067031314","Census Tract 313.14, Cobb County, Georgia"
"1806","293","1588","291","218","108","1400000US13067031315","Census Tract 313.15, Cobb County, Georgia"
"2165","317","1916","309","249","161","1400000US13067031316","Census Tract 313.16, Cobb County, Georgia"
"1804","416","1290","398","514","249","1400000US13067031317","Census Tract 313.17, Cobb County, Georgia"
"1547","287","687","262","860","200","1400000US13067031318","Census Tract 313.18, Cobb County, Georgia"
"2006","283","856","228","1150","247","1400000US13067031319","Census Tract 313.19, Cobb County, Georgia"
"1908","216","468","136","1440","240","1400000US13067031320","Census Tract 313.20, Cobb County, Georgia"
"600","102","174","102","426","104","1400000US13067031321","Census Tract 313.21, Cobb County, Georgia"
"1525","267","1086","266","439","155","1400000US13067031322","Census Tract 313.22, Cobb County, Georgia"
"943","161","817","186","126","96","1400000US13067031323","Census Tract 313.23, Cobb County, Georgia"
"1681","480","1406","478","275","130","1400000US13067031324","Census Tract 313.24, Cobb County, Georgia"
"725","61","689","71","36","38","1400000US13067031325","Census Tract 313.25, Cobb County, Georgia"
"2159","269","1714","276","445","151","1400000US13067031409","Census Tract 314.09, Cobb County, Georgia"
"1882","613","1522","627","360","124","1400000US13067031410","Census Tract 314.10, Cobb County, Georgia"
"1402","341","1055","333","347","132","1400000US13067031411","Census Tract 314.11, Cobb County, Georgia"
"1799","254","620","211","1179","196","1400000US13067031412","Census Tract 314.12, Cobb County, Georgia"
"1502","296","461","130","1041","324","1400000US13067031413","Census Tract 314.13, Cobb County, Georgia"
"1479","214","1215","260","264","174","1400000US13067031414","Census Tract 314.14, Cobb County, Georgia"
"629","69","358","112","271","135","1400000US13067031415","Census Tract 314.15, Cobb County, Georgia"
"1363","200","1030","215","333","135","1400000US13067031416","Census Tract 314.16, Cobb County, Georgia"
"968","201","419","184","549","208","1400000US13067031417","Census Tract 314.17, Cobb County, Georgia"
"1991","233","1499","276","492","180","1400000US13067031506","Census Tract 315.06, Cobb County, Georgia"
"1073","115","762","112","311","75","1400000US13067031507","Census Tract 315.07, Cobb County, Georgia"
"1020","168","762","188","258","112","1400000US13067031510","Census Tract 315.10, Cobb County, Georgia"
"2388","498","1757","378","631","383","1400000US13067031511","Census Tract 315.11, Cobb County, Georgia"
"1661","239","1354","201","307","177","1400000US13067031512","Census Tract 315.12, Cobb County, Georgia"
"1666","335","1317","330","349","135","1400000US13067031513","Census Tract 315.13, Cobb County, Georgia"
"921","174","826","189","95","80","1400000US13067031514","Census Tract 315.14, Cobb County, Georgia"
"1577","366","1387","364","190","88","1400000US13067031515","Census Tract 315.15, Cobb County, Georgia"
"872","164","738","171","134","70","1400000US13067031516","Census Tract 315.16, Cobb County, Georgia"
"1102","119","943","127","159","82","1400000US13067031517","Census Tract 315.17, Cobb County, Georgia"
"946","136","738","162","208","101","1400000US13067031518","Census Tract 315.18, Cobb County, Georgia"
"713","69","530","61","183","60","1400000US13089020100","Census Tract 201, DeKalb County, Georgia"
"1065","170","620","115","445","143","1400000US13089020200","Census Tract 202, DeKalb County, Georgia"
"1601","148","1341","168","260","92","1400000US13089020300","Census Tract 203, DeKalb County, Georgia"
"1219","151","901","160","318","97","1400000US13089020400","Census Tract 204, DeKalb County, Georgia"
"1646","328","957","310","689","143","1400000US13089020500","Census Tract 205, DeKalb County, Georgia"
"912","158","528","122","384","125","1400000US13089020600","Census Tract 206, DeKalb County, Georgia"
"1263","231","591","99","672","223","1400000US13089020700","Census Tract 207, DeKalb County, Georgia"
"980","134","823","134","157","70","1400000US13089020801","Census Tract 208.01, DeKalb County, Georgia"
"1854","360","1417","357","437","106","1400000US13089020802","Census Tract 208.02, DeKalb County, Georgia"
"1451","167","929","184","522","124","1400000US13089020901","Census Tract 209.01, DeKalb County, Georgia"
"1330","222","860","143","470","249","1400000US13089020902","Census Tract 209.02, DeKalb County, Georgia"
"1410","189","1302","193","108","63","1400000US13089021101","Census Tract 211.01, DeKalb County, Georgia"
"2015","207","1063","163","952","183","1400000US13089021103","Census Tract 211.03, DeKalb County, Georgia"
"1137","189","703","188","434","131","1400000US13089021104","Census Tract 211.04, DeKalb County, Georgia"
"761","134","8","13","753","134","1400000US13089021204","Census Tract 212.04, DeKalb County, Georgia"
"2222","335","1358","296","864","240","1400000US13089021208","Census Tract 212.08, DeKalb County, Georgia"
"1840","181","1752","185","88","85","1400000US13089021210","Census Tract 212.10, DeKalb County, Georgia"
"1929","142","1848","142","81","46","1400000US13089021211","Census Tract 212.11, DeKalb County, Georgia"
"1195","107","1185","108","10","14","1400000US13089021213","Census Tract 212.13, DeKalb County, Georgia"
"954","101","650","86","304","60","1400000US13089021217","Census Tract 212.17, DeKalb County, Georgia"
"1596","197","1384","220","212","121","1400000US13089021219","Census Tract 212.19, DeKalb County, Georgia"
"1450","209","1128","189","322","110","1400000US13089021220","Census Tract 212.20, DeKalb County, Georgia"
"1346","173","627","115","719","183","1400000US13089021221","Census Tract 212.21, DeKalb County, Georgia"
"2466","441","909","158","1557","447","1400000US13089021222","Census Tract 212.22, DeKalb County, Georgia"
"760","80","250","71","510","104","1400000US13089021223","Census Tract 212.23, DeKalb County, Georgia"
"2433","523","773","154","1660","532","1400000US13089021224","Census Tract 212.24, DeKalb County, Georgia"
"1507","292","450","117","1057","285","1400000US13089021225","Census Tract 212.25, DeKalb County, Georgia"
"1787","339","67","67","1720","334","1400000US13089021226","Census Tract 212.26, DeKalb County, Georgia"
"2244","291","798","164","1446","317","1400000US13089021227","Census Tract 212.27, DeKalb County, Georgia"
"1124","156","1124","156","0","14","1400000US13089021228","Census Tract 212.28, DeKalb County, Georgia"
"1162","182","1155","183","7","23","1400000US13089021229","Census Tract 212.29, DeKalb County, Georgia"
"1810","276","614","159","1196","236","1400000US13089021230","Census Tract 212.30, DeKalb County, Georgia"
"1634","200","257","99","1377","188","1400000US13089021301","Census Tract 213.01, DeKalb County, Georgia"
"1537","209","511","81","1026","208","1400000US13089021305","Census Tract 213.05, DeKalb County, Georgia"
"2014","319","935","346","1079","175","1400000US13089021306","Census Tract 213.06, DeKalb County, Georgia"
"1266","159","744","154","522","119","1400000US13089021307","Census Tract 213.07, DeKalb County, Georgia"
"1391","181","621","122","770","178","1400000US13089021308","Census Tract 213.08, DeKalb County, Georgia"
"498","102","79","42","419","110","1400000US13089021309","Census Tract 213.09, DeKalb County, Georgia"
"1342","234","717","168","625","167","1400000US13089021310","Census Tract 213.10, DeKalb County, Georgia"
"2261","218","1656","226","605","153","1400000US13089021405","Census Tract 214.05, DeKalb County, Georgia"
"1406","373","57","48","1349","362","1400000US13089021409","Census Tract 214.09, DeKalb County, Georgia"
"2160","238","884","204","1276","173","1400000US13089021410","Census Tract 214.10, DeKalb County, Georgia"
"1956","303","858","274","1098","172","1400000US13089021411","Census Tract 214.11, DeKalb County, Georgia"
"1388","160","1163","155","225","92","1400000US13089021412","Census Tract 214.12, DeKalb County, Georgia"
"1825","263","864","137","961","233","1400000US13089021415","Census Tract 214.15, DeKalb County, Georgia"
"901","135","598","102","303","96","1400000US13089021416","Census Tract 214.16, DeKalb County, Georgia"
"2114","250","290","99","1824","250","1400000US13089021417","Census Tract 214.17, DeKalb County, Georgia"
"944","186","24","16","920","184","1400000US13089021418","Census Tract 214.18, DeKalb County, Georgia"
"906","112","187","42","719","115","1400000US13089021419","Census Tract 214.19, DeKalb County, Georgia"
"520","93","69","35","451","93","1400000US13089021420","Census Tract 214.20, DeKalb County, Georgia"
"717","114","219","107","498","87","1400000US13089021421","Census Tract 214.21, DeKalb County, Georgia"
"2253","217","866","140","1387","210","1400000US13089021502","Census Tract 215.02, DeKalb County, Georgia"
"1464","165","643","98","821","153","1400000US13089021503","Census Tract 215.03, DeKalb County, Georgia"
"1555","434","322","87","1233","404","1400000US13089021505","Census Tract 215.05, DeKalb County, Georgia"
"1379","436","738","424","641","132","1400000US13089021506","Census Tract 215.06, DeKalb County, Georgia"
"1806","189","1261","119","545","152","1400000US13089021602","Census Tract 216.02, DeKalb County, Georgia"
"1403","268","1331","266","72","47","1400000US13089021604","Census Tract 216.04, DeKalb County, Georgia"
"1496","245","765","217","731","156","1400000US13089021606","Census Tract 216.06, DeKalb County, Georgia"
"866","148","422","147","444","103","1400000US13089021607","Census Tract 216.07, DeKalb County, Georgia"
"1893","338","429","110","1464","347","1400000US13089021608","Census Tract 216.08, DeKalb County, Georgia"
"643","93","407","90","236","98","1400000US13089021609","Census Tract 216.09, DeKalb County, Georgia"
"1716","177","1578","178","138","60","1400000US13089021703","Census Tract 217.03, DeKalb County, Georgia"
"1058","259","1036","260","22","26","1400000US13089021707","Census Tract 217.07, DeKalb County, Georgia"
"1454","250","987","267","467","134","1400000US13089021708","Census Tract 217.08, DeKalb County, Georgia"
"1473","294","671","162","802","290","1400000US13089021709","Census Tract 217.09, DeKalb County, Georgia"
"1001","84","892","98","109","72","1400000US13089021710","Census Tract 217.10, DeKalb County, Georgia"
"830","107","549","102","281","100","1400000US13089021711","Census Tract 217.11, DeKalb County, Georgia"
"1167","212","280","76","887","226","1400000US13089021712","Census Tract 217.12, DeKalb County, Georgia"
"1567","135","1109","115","458","95","1400000US13089021808","Census Tract 218.08, DeKalb County, Georgia"
"981","120","704","97","277","99","1400000US13089021812","Census Tract 218.12, DeKalb County, Georgia"
"1003","88","0","14","1003","88","1400000US13089021813","Census Tract 218.13, DeKalb County, Georgia"
"1762","402","220","107","1542","439","1400000US13089021815","Census Tract 218.15, DeKalb County, Georgia"
"908","159","696","174","212","97","1400000US13089021816","Census Tract 218.16, DeKalb County, Georgia"
"836","197","738","208","98","62","1400000US13089021817","Census Tract 218.17, DeKalb County, Georgia"
"1728","265","1277","229","451","173","1400000US13089021818","Census Tract 218.18, DeKalb County, Georgia"
"1273","230","1152","233","121","83","1400000US13089021819","Census Tract 218.19, DeKalb County, Georgia"
"1358","152","443","143","915","151","1400000US13089021820","Census Tract 218.20, DeKalb County, Georgia"
"1199","221","1061","127","138","184","1400000US13089021821","Census Tract 218.21, DeKalb County, Georgia"
"1632","197","1230","186","402","151","1400000US13089021822","Census Tract 218.22, DeKalb County, Georgia"
"1616","288","1000","235","616","182","1400000US13089021823","Census Tract 218.23, DeKalb County, Georgia"
"857","136","301","132","556","153","1400000US13089021824","Census Tract 218.24, DeKalb County, Georgia"
"1870","219","1053","173","817","181","1400000US13089021906","Census Tract 219.06, DeKalb County, Georgia"
"1994","297","678","132","1316","302","1400000US13089021908","Census Tract 219.08, DeKalb County, Georgia"
"2323","360","1244","315","1079","252","1400000US13089021910","Census Tract 219.10, DeKalb County, Georgia"
"1125","353","96","42","1029","366","1400000US13089021911","Census Tract 219.11, DeKalb County, Georgia"
"1331","149","1290","150","41","34","1400000US13089021912","Census Tract 219.12, DeKalb County, Georgia"
"1926","265","69","42","1857","271","1400000US13089021913","Census Tract 219.13, DeKalb County, Georgia"
"1500","334","695","168","805","334","1400000US13089021914","Census Tract 219.14, DeKalb County, Georgia"
"1825","170","1542","202","283","123","1400000US13089021915","Census Tract 219.15, DeKalb County, Georgia"
"1225","181","384","122","841","194","1400000US13089021916","Census Tract 219.16, DeKalb County, Georgia"
"1289","166","352","120","937","147","1400000US13089021917","Census Tract 219.17, DeKalb County, Georgia"
"1840","211","1131","206","709","174","1400000US13089022001","Census Tract 220.01, DeKalb County, Georgia"
"1608","130","529","109","1079","130","1400000US13089022005","Census Tract 220.05, DeKalb County, Georgia"
"983","121","60","28","923","124","1400000US13089022007","Census Tract 220.07, DeKalb County, Georgia"
"628","71","405","69","223","57","1400000US13089022010","Census Tract 220.10, DeKalb County, Georgia"
"1489","329","368","126","1121","365","1400000US13089022011","Census Tract 220.11, DeKalb County, Georgia"
"811","136","109","115","702","95","1400000US13089022012","Census Tract 220.12, DeKalb County, Georgia"
"979","135","45","42","934","146","1400000US13089022013","Census Tract 220.13, DeKalb County, Georgia"
"671","150","32","27","639","157","1400000US13089022014","Census Tract 220.14, DeKalb County, Georgia"
"700","236","458","146","242","175","1400000US13089022015","Census Tract 220.15, DeKalb County, Georgia"
"1127","192","671","158","456","175","1400000US13089022016","Census Tract 220.16, DeKalb County, Georgia"
"1381","180","613","154","768","102","1400000US13089022100","Census Tract 221, DeKalb County, Georgia"
"1105","159","210","69","895","146","1400000US13089022203","Census Tract 222.03, DeKalb County, Georgia"
"1616","219","818","157","798","242","1400000US13089022205","Census Tract 222.05, DeKalb County, Georgia"
"1284","155","376","139","908","177","1400000US13089022206","Census Tract 222.06, DeKalb County, Georgia"
"1748","92","1005","127","743","113","1400000US13089022302","Census Tract 223.02, DeKalb County, Georgia"
"1644","222","1196","236","448","140","1400000US13089022303","Census Tract 223.03, DeKalb County, Georgia"
"1532","175","752","158","780","176","1400000US13089022304","Census Tract 223.04, DeKalb County, Georgia"
"1885","223","1181","147","704","186","1400000US13089022401","Census Tract 224.01, DeKalb County, Georgia"
"1366","190","1279","183","87","47","1400000US13089022403","Census Tract 224.03, DeKalb County, Georgia"
"853","131","0","14","853","131","1400000US13089022404","Census Tract 224.04, DeKalb County, Georgia"
"416","83","98","38","318","81","1400000US13089022405","Census Tract 224.05, DeKalb County, Georgia"
"1680","234","727","119","953","214","1400000US13089022501","Census Tract 225.01, DeKalb County, Georgia"
"1071","152","855","163","216","135","1400000US13089022502","Census Tract 225.02, DeKalb County, Georgia"
"2124","238","1079","233","1045","161","1400000US13089022601","Census Tract 226.01, DeKalb County, Georgia"
"712","128","627","115","85","58","1400000US13089022602","Census Tract 226.02, DeKalb County, Georgia"
"1714","209","1387","215","327","99","1400000US13089022700","Census Tract 227, DeKalb County, Georgia"
"1344","157","1035","166","309","118","1400000US13089022800","Census Tract 228, DeKalb County, Georgia"
"1751","226","1448","232","303","98","1400000US13089022900","Census Tract 229, DeKalb County, Georgia"
"993","85","700","71","293","51","1400000US13089023000","Census Tract 230, DeKalb County, Georgia"
"1732","195","1054","185","678","134","1400000US13089023101","Census Tract 231.01, DeKalb County, Georgia"
"1457","154","706","145","751","121","1400000US13089023102","Census Tract 231.02, DeKalb County, Georgia"
"1582","181","895","142","687","159","1400000US13089023107","Census Tract 231.07, DeKalb County, Georgia"
"1690","164","602","107","1088","180","1400000US13089023108","Census Tract 231.08, DeKalb County, Georgia"
"745","141","487","86","258","131","1400000US13089023111","Census Tract 231.11, DeKalb County, Georgia"
"1963","201","234","96","1729","195","1400000US13089023112","Census Tract 231.12, DeKalb County, Georgia"
"1410","367","373","88","1037","352","1400000US13089023113","Census Tract 231.13, DeKalb County, Georgia"
"1288","339","883","304","405","209","1400000US13089023114","Census Tract 231.14, DeKalb County, Georgia"
"0","14","0","14","0","14","1400000US13089023115","Census Tract 231.15, DeKalb County, Georgia"
"1792","176","1396","159","396","150","1400000US13089023209","Census Tract 232.09, DeKalb County, Georgia"
"1377","148","731","147","646","130","1400000US13089023211","Census Tract 232.11, DeKalb County, Georgia"
"1512","330","906","113","606","348","1400000US13089023212","Census Tract 232.12, DeKalb County, Georgia"
"2216","203","993","164","1223","216","1400000US13089023213","Census Tract 232.13, DeKalb County, Georgia"
"1993","175","740","205","1253","215","1400000US13089023214","Census Tract 232.14, DeKalb County, Georgia"
"1553","304","1198","303","355","162","1400000US13089023215","Census Tract 232.15, DeKalb County, Georgia"
"1679","370","1044","371","635","196","1400000US13089023216","Census Tract 232.16, DeKalb County, Georgia"
"1378","286","995","289","383","145","1400000US13089023217","Census Tract 232.17, DeKalb County, Georgia"
"1101","201","110","52","991","202","1400000US13089023218","Census Tract 232.18, DeKalb County, Georgia"
"1077","191","890","189","187","85","1400000US13089023219","Census Tract 232.19, DeKalb County, Georgia"
"1012","127","686","150","326","120","1400000US13089023220","Census Tract 232.20, DeKalb County, Georgia"
"1063","223","638","202","425","194","1400000US13089023221","Census Tract 232.21, DeKalb County, Georgia"
"1624","339","672","241","952","266","1400000US13089023222","Census Tract 232.22, DeKalb County, Georgia"
"1750","319","1269","184","481","277","1400000US13089023311","Census Tract 233.11, DeKalb County, Georgia"
"1601","200","1072","196","529","157","1400000US13089023313","Census Tract 233.13, DeKalb County, Georgia"
"2073","207","1792","195","281","132","1400000US13089023315","Census Tract 233.15, DeKalb County, Georgia"
"1496","386","656","371","840","141","1400000US13089023317","Census Tract 233.17, DeKalb County, Georgia"
"1068","100","816","129","252","109","1400000US13089023318","Census Tract 233.18, DeKalb County, Georgia"
"1151","89","476","132","675","113","1400000US13089023319","Census Tract 233.19, DeKalb County, Georgia"
"1637","586","188","106","1449","578","1400000US13089023320","Census Tract 233.20, DeKalb County, Georgia"
"1498","315","235","124","1263","331","1400000US13089023321","Census Tract 233.21, DeKalb County, Georgia"
"1046","150","370","102","676","157","1400000US13089023322","Census Tract 233.22, DeKalb County, Georgia"
"1157","199","1045","221","112","96","1400000US13089023323","Census Tract 233.23, DeKalb County, Georgia"
"1274","246","1044","270","230","137","1400000US13089023324","Census Tract 233.24, DeKalb County, Georgia"
"1580","167","1361","257","219","197","1400000US13089023325","Census Tract 233.25, DeKalb County, Georgia"
"1329","374","873","355","456","170","1400000US13089023326","Census Tract 233.26, DeKalb County, Georgia"
"2151","306","1193","285","958","177","1400000US13089023327","Census Tract 233.27, DeKalb County, Georgia"
"1508","176","768","209","740","174","1400000US13089023328","Census Tract 233.28, DeKalb County, Georgia"
"1422","140","1198","142","224","152","1400000US13089023329","Census Tract 233.29, DeKalb County, Georgia"
"1062","367","980","377","82","91","1400000US13089023330","Census Tract 233.30, DeKalb County, Georgia"
"1119","103","588","127","531","155","1400000US13089023331","Census Tract 233.31, DeKalb County, Georgia"
"1034","169","782","196","252","140","1400000US13089023332","Census Tract 233.32, DeKalb County, Georgia"
"1564","169","348","103","1216","173","1400000US13089023410","Census Tract 234.10, DeKalb County, Georgia"
"1546","237","944","249","602","105","1400000US13089023411","Census Tract 234.11, DeKalb County, Georgia"
"1356","210","1212","218","144","90","1400000US13089023413","Census Tract 234.13, DeKalb County, Georgia"
"1789","160","1182","182","607","140","1400000US13089023422","Census Tract 234.22, DeKalb County, Georgia"
"1691","202","1320","231","371","124","1400000US13089023424","Census Tract 234.24, DeKalb County, Georgia"
"2149","363","1698","364","451","171","1400000US13089023425","Census Tract 234.25, DeKalb County, Georgia"
"1625","307","1236","142","389","306","1400000US13089023426","Census Tract 234.26, DeKalb County, Georgia"
"924","120","732","127","192","72","1400000US13089023427","Census Tract 234.27, DeKalb County, Georgia"
"1462","342","445","115","1017","372","1400000US13089023429","Census Tract 234.29, DeKalb County, Georgia"
"1642","201","523","184","1119","186","1400000US13089023430","Census Tract 234.30, DeKalb County, Georgia"
"670","120","208","99","462","127","1400000US13089023431","Census Tract 234.31, DeKalb County, Georgia"
"958","178","686","264","272","177","1400000US13089023432","Census Tract 234.32, DeKalb County, Georgia"
"1523","307","973","402","550","343","1400000US13089023433","Census Tract 234.33, DeKalb County, Georgia"
"1335","278","1036","308","299","185","1400000US13089023434","Census Tract 234.34, DeKalb County, Georgia"
"1196","298","0","14","1196","298","1400000US13089023435","Census Tract 234.35, DeKalb County, Georgia"
"1062","109","800","141","262","94","1400000US13089023436","Census Tract 234.36, DeKalb County, Georgia"
"2324","292","2109","317","215","131","1400000US13089023437","Census Tract 234.37, DeKalb County, Georgia"
"1976","213","1298","250","678","242","1400000US13089023438","Census Tract 234.38, DeKalb County, Georgia"
"935","122","202","117","733","170","1400000US13089023439","Census Tract 234.39, DeKalb County, Georgia"
"1338","332","505","268","833","425","1400000US13089023440","Census Tract 234.40, DeKalb County, Georgia"
"1179","164","931","168","248","96","1400000US13089023441","Census Tract 234.41, DeKalb County, Georgia"
"1209","157","661","156","548","112","1400000US13089023442","Census Tract 234.42, DeKalb County, Georgia"
"2014","306","1746","299","268","159","1400000US13089023443","Census Tract 234.43, DeKalb County, Georgia"
"755","192","464","214","291","132","1400000US13089023444","Census Tract 234.44, DeKalb County, Georgia"
"1851","735","1686","743","165","105","1400000US13089023445","Census Tract 234.45, DeKalb County, Georgia"
"677","210","354","98","323","190","1400000US13089023446","Census Tract 234.46, DeKalb County, Georgia"
"1251","308","1125","289","126","127","1400000US13089023447","Census Tract 234.47, DeKalb County, Georgia"
"1321","203","822","142","499","208","1400000US13089023448","Census Tract 234.48, DeKalb County, Georgia"
"1541","332","744","310","797","163","1400000US13089023501","Census Tract 235.01, DeKalb County, Georgia"
"1274","141","441","93","833","154","1400000US13089023504","Census Tract 235.04, DeKalb County, Georgia"
"1033","127","682","131","351","85","1400000US13089023505","Census Tract 235.05, DeKalb County, Georgia"
"2159","387","1529","336","630","245","1400000US13089023506","Census Tract 235.06, DeKalb County, Georgia"
"1337","123","897","136","440","142","1400000US13089023507","Census Tract 235.07, DeKalb County, Georgia"
"1128","116","748","125","380","97","1400000US13089023601","Census Tract 236.01, DeKalb County, Georgia"
"710","95","460","74","250","82","1400000US13089023602","Census Tract 236.02, DeKalb County, Georgia"
"1482","245","720","153","762","238","1400000US13089023603","Census Tract 236.03, DeKalb County, Georgia"
"1104","367","707","348","397","155","1400000US13089023701","Census Tract 237.01, DeKalb County, Georgia"
"1463","183","374","153","1089","206","1400000US13089023702","Census Tract 237.02, DeKalb County, Georgia"
"1901","325","1535","327","366","88","1400000US13089023801","Census Tract 238.01, DeKalb County, Georgia"
"1415","200","590","198","825","147","1400000US13089023802","Census Tract 238.02, DeKalb County, Georgia"
"2128","222","1407","221","721","169","1400000US13089023803","Census Tract 238.03, DeKalb County, Georgia"
"0","14","0","14","0","14","1400000US13089980000","Census Tract 9800, DeKalb County, Georgia"
"2233","414","1607","303","626","306","1400000US13121000100","Census Tract 1, Fulton County, Georgia"
"1088","122","734","132","354","105","1400000US13121000201","Census Tract 2.01, Fulton County, Georgia"
"1585","366","1277","400","308","115","1400000US13121000202","Census Tract 2.02, Fulton County, Georgia"
"1037","121","672","113","365","108","1400000US13121000400","Census Tract 4, Fulton County, Georgia"
"1802","330","855","284","947","220","1400000US13121000501","Census Tract 5.01, Fulton County, Georgia"
"861","125","644","90","217","113","1400000US13121000502","Census Tract 5.02, Fulton County, Georgia"
"1434","197","222","77","1212","213","1400000US13121000601","Census Tract 6.01, Fulton County, Georgia"
"1731","206","495","131","1236","202","1400000US13121000602","Census Tract 6.02, Fulton County, Georgia"
"367","70","219","42","148","75","1400000US13121000700","Census Tract 7, Fulton County, Georgia"
"1350","298","520","116","830","271","1400000US13121001001","Census Tract 10.01, Fulton County, Georgia"
"492","95","12","9","480","96","1400000US13121001002","Census Tract 10.02, Fulton County, Georgia"
"1853","279","1320","265","533","158","1400000US13121001101","Census Tract 11.01, Fulton County, Georgia"
"1963","445","452","165","1511","459","1400000US13121001102","Census Tract 11.02, Fulton County, Georgia"
"1952","613","157","85","1795","617","1400000US13121001203","Census Tract 12.03, Fulton County, Georgia"
"1216","198","536","194","680","115","1400000US13121001204","Census Tract 12.04, Fulton County, Georgia"
"1279","142","682","122","597","155","1400000US13121001205","Census Tract 12.05, Fulton County, Georgia"
"2249","469","1111","366","1138","293","1400000US13121001206","Census Tract 12.06, Fulton County, Georgia"
"1411","434","352","108","1059","453","1400000US13121001301","Census Tract 13.01, Fulton County, Georgia"
"991","100","433","84","558","100","1400000US13121001302","Census Tract 13.02, Fulton County, Georgia"
"1420","239","680","221","740","103","1400000US13121001400","Census Tract 14, Fulton County, Georgia"
"1330","277","330","106","1000","290","1400000US13121001501","Census Tract 15.01, Fulton County, Georgia"
"1008","155","517","113","491","143","1400000US13121001502","Census Tract 15.02, Fulton County, Georgia"
"1350","197","427","79","923","186","1400000US13121001600","Census Tract 16, Fulton County, Georgia"
"901","162","387","129","514","139","1400000US13121001701","Census Tract 17.01, Fulton County, Georgia"
"2098","416","563","279","1535","300","1400000US13121001702","Census Tract 17.02, Fulton County, Georgia"
"1697","426","416","269","1281","350","1400000US13121001801","Census Tract 18.01, Fulton County, Georgia"
"1547","135","755","141","792","169","1400000US13121001802","Census Tract 18.02, Fulton County, Georgia"
"173","61","0","14","173","61","1400000US13121001901","Census Tract 19.01, Fulton County, Georgia"
"1458","282","732","209","726","208","1400000US13121001902","Census Tract 19.02, Fulton County, Georgia"
"1039","238","495","144","544","204","1400000US13121002100","Census Tract 21, Fulton County, Georgia"
"596","151","137","59","459","147","1400000US13121002300","Census Tract 23, Fulton County, Georgia"
"1170","222","434","132","736","198","1400000US13121002400","Census Tract 24, Fulton County, Georgia"
"1145","183","165","72","980","181","1400000US13121002500","Census Tract 25, Fulton County, Georgia"
"554","69","73","37","481","70","1400000US13121002600","Census Tract 26, Fulton County, Georgia"
"975","180","68","25","907","177","1400000US13121002801","Census Tract 28.01, Fulton County, Georgia"
"587","120","31","38","556","122","1400000US13121002802","Census Tract 28.02, Fulton County, Georgia"
"1198","148","454","110","744","119","1400000US13121002900","Census Tract 29, Fulton County, Georgia"
"1862","194","976","143","886","153","1400000US13121003000","Census Tract 30, Fulton County, Georgia"
"1251","332","445","111","806","330","1400000US13121003100","Census Tract 31, Fulton County, Georgia"
"1285","137","827","123","458","115","1400000US13121003200","Census Tract 32, Fulton County, Georgia"
"1111","347","241","68","870","347","1400000US13121003500","Census Tract 35, Fulton County, Georgia"
"893","221","421","201","472","152","1400000US13121003600","Census Tract 36, Fulton County, Georgia"
"146","61","0","14","146","61","1400000US13121003700","Census Tract 37, Fulton County, Georgia"
