"","TractID","Year","TotalFilings","TotalHousehold2019","EvictionRate","PovertyRate","EducationRate","UninsurRate","MinorityRate","RenterRate","UnempRate","RentBurdenRate"
"145",13089023107,"20",111,1661,0.0668272125225768,0.145,0.240250183958793,0.208,0.246095493083445,0.434260429835651,0.078,0.53566229985444
"146",13089023108,"20",154,1843,0.0835594139989148,0.284,0.203396524486572,0.207,0.0871528561752088,0.643786982248521,0.145,0.565257352941177
"147",13089023111,"20",11,675,0.0162962962962963,0.159,0.266977363515313,0.153,0.0812834224598931,0.346308724832215,0.245,0.705426356589147
"148",13089023112,"20",249,2072,0.120173745173745,0.252,0.234965034965035,0.215,0.0623563218390805,0.880794701986755,0.124,0.51417004048583
"149",13089023113,"20",54,1273,0.0424194815396701,0.355,0.482187656798796,0.123,0.406700167504188,0.735460992907801,0.068,0.642237222757956
"150",13089023114,"20",44,840,0.0523809523809524,0.3,0.299219071105631,0.172,0.14246947082768,0.31444099378882,0.216,0.696296296296296
"151",13089023209,"20",82,1849,0.0443482963764197,0.156,0.322203196347032,0.106,0.053744177714081,0.220982142857143,0.093,0.376262626262626
"152",13089023211,"20",197,1379,0.142857142857143,0.106,0.293964394268346,0.148,0.0282791817087846,0.469135802469136,0.052,0.608359133126935
"153",13089023212,"20",99,1369,0.0723155588020453,0.088,0.16420233463035,0.153,0.0345193839617631,0.400793650793651,0.059,0.336633663366337
"154",13089023213,"20",95,2311,0.0411077455646906,0.26,0.196524064171123,0.161,0.0305874174487313,0.551895306859206,0.082,0.689288634505315
"155",13089023214,"20",792,2396,0.330550918196995,0.122,0.254716981132075,0.102,0.0191274106860575,0.628700451580532,0.125,0.509976057462091
"156",13089023311,"20",24,1546,0.0155239327296248,0.158,0.255764563106796,0.146,0.0513953488372093,0.274857142857143,0.108,0.413721413721414
"157",13089023313,"20",71,1647,0.0431086824529447,0.081,0.234256926952141,0.143,0.0194607743766471,0.330418488444722,0.118,0.45179584120983
"158",13089023315,"20",37,2014,0.0183714001986097,0.048,0.288967199783139,0.087,0.0638816892819027,0.135552339604438,0.045,0.501779359430605
"159",13089023410,"20",378,1701,0.222222222222222,0.226,0.177862272919307,0.212,0.0186952288218111,0.777493606138107,0.076,0.509046052631579
"160",13089023411,"20",90,1480,0.0608108108108108,0.141,0.171986660314435,0.122,0.0495331950207469,0.389391979301423,0.12,0.508305647840532
"161",13089023413,"20",36,1327,0.027128862094951,0.038,0.286214442013129,0.103,0.0479609419873636,0.106194690265487,0.117,0.243055555555556
"162",13089023422,"20",93,1884,0.0493630573248408,0.197,0.23083356565375,0.117,0.0190114068441065,0.339295695919508,0.114,0.487644151565074
"163",13089023424,"20",37,1755,0.0210826210826211,0.189,0.311073825503356,0.141,0.0277674245247856,0.2193968066233,0.093,0.471698113207547
"164",13089023425,"20",189,1977,0.0955993930197269,0.109,0.29893819765859,0.074,0.0262129599478997,0.209865053513262,0.152,0.434589800443459
"165",13089023426,"20",33,1615,0.0204334365325077,0.104,0.327487352445194,0.098,0.0182450043440486,0.239384615384615,0.162,0.825192802056555
"166",13089023427,"20",23,969,0.0237358101135191,0.176,0.286790266512167,0.209,0.0325755005089922,0.207792207792208,0.074,0.661458333333333
"167",13089023501,"20",176,1290,0.136434108527132,0.17,0.215866388308977,0.229,0.132249156182878,0.517196625567813,0.227,0.521957340025094
"168",13089023504,"20",140,1304,0.107361963190184,0.188,0.286204922724671,0.117,0.0633024783517467,0.653846153846154,0.073,0.516206482593037
"169",13089023505,"20",41,1093,0.0375114364135407,0.198,0.280973451327434,0.163,0.0886943281309478,0.339787028073572,0.166,0.703703703703704
"170",13089023506,"20",205,2099,0.097665555026203,0.253,0.235525281634792,0.184,0.0701782820097244,0.291801760074108,0.077,0.895238095238095
"171",13089023507,"20",123,1522,0.0808147174770039,0.23,0.169199178644764,0.123,0.0475432211101001,0.329094988780853,0.078,0.55
"172",13089023601,"20",17,1171,0.0145175064047822,0.165,0.416415208207604,0.168,0.356313497822932,0.336879432624113,0.082,0.284210526315789
"173",13089023602,"20",57,822,0.0693430656934307,0.222,0.225233644859813,0.185,0.20578231292517,0.352112676056338,0.077,0.504
"174",13089023603,"20",114,1456,0.0782967032967033,0.209,0.223733583489681,0.1,0.0958697618329816,0.51417004048583,0.171,0.670603674540682
"175",13089023801,"20",57,1749,0.032590051457976,0.104,0.483408071748879,0.085,0.342572062084257,0.192530247238296,0.075,0.292349726775956
"176",13089023802,"20",47,1356,0.0346607669616519,0.175,0.325795053003534,0.117,0.235846724351051,0.583038869257951,0.086,0.535757575757576
"177",13089023803,"20",51,2035,0.0250614250614251,0.2,0.292227204783259,0.14,0.197273456295108,0.338815789473684,0.026,0.601941747572815
"178",13121000100,"20",67,2084,0.0321497120921305,0.078,0.737841352405722,0.119,0.811058284909315,0.280340349305867,0.036,0.445686900958466
"179",13121000400,"20",5,1019,0.00490677134445535,0.04,0.698697068403909,0.047,0.804289544235925,0.351976856316297,0.047,0.26027397260274
"180",13121000700,"20",43,347,0.123919308357349,0.183,0.165678524374177,0.12,0.226,0.403269754768392,0.074,0.587837837837838
"181",13121001001,"20",134,1020,0.131372549019608,0.151,0.615697889670492,0.063,0.576710929519918,0.614814814814815,0.001,0.453012048192771
"182",13121001002,"20",25,516,0.0484496124031008,0.344,0.135773004508088,0.041,0.688017118402283,0.975609756097561,0.093,0.570833333333333
"183",13121001400,"20",8,1408,0.00568181818181818,0.063,0.787011557512383,0.046,0.806709265175719,0.52112676056338,0.017,0.32972972972973
